Id|Date|Title|Text|
25|15 de octubre de 2019, 22:02|La pelea por el partido que fundó López Obrador|                     Con denuncias de militantes por la supuesta intervención del gobierno federal, y episodios de agresiones y violencia entre sus integrantes, el Movimiento de Regeneración Nacional (Morena) inició su primer proceso de renovación de la dirigencia. Tres de los aspirantes a encabezar el partido: Yeidckol Polevnsky, Mario Delgado y Alejandro Rojas Díaz Durán, han expresado no confiar en el padrón de militantes, por lo que Morena aún no tiene una definición sobre si pospondrá hasta el 2020 el nombramiento de su nuevo dirigente a nivel nacional. Desde el sábado pasado y hasta el 27 de octubre, militantes de Morena realizarán congresos distritales para elegir a coordinadoras y coordinadores distritales; congresistas estatales; consejeras y consejeros estatales, y congresistas nacionales. El sábado en Guadalajara, Jalisco, mientras militantes realizaban una asamblea distrital, un grupo de personas armadas y vestidas de negro intentó ingresar al sitio donde se llevaba a cabo el evento partidista, y al no permitirles el ingreso dispararon hacia el interior dejando a por lo menos cuatro personas lesionadas. En Los Mochis, Sinaloa, la asamblea fue cancelada debido a insultos, gritos y forcejeos de militantes. Se reportaron sucesos similares en las reuniones de Morena en Chihuahua, Nayarit, Zacatecas, Veracruz y Durango. Además de esos episodios, el proceso interno de Morena enfrenta las acusaciones de la secretaria general en funciones de presidenta, Yeidckol Polevnsky, quien acusó al coordinador general de delegados de la Presidencia de la República, Gabriel García, de filtrar el padrón de Morena para ser usado con los programas sociales del gobierno federal, situación que calificó como “mapacheo” político. Polevnsky también denunció públicamente la intervención de los llamados servidores de la nación de la Secretaría del Bienestar en el proceso interno de ese partido para elegir dirigencia nacional, y al diputado federal, Francisco Javier Borrego Adame, de operar para el registro de militantes del partido. Otra diferencia que enfrentan los militantes de Morena es el método para elegir a su nuevo dirigente nacional: la encuesta propuesta por el presidente Andrés Manuel López Obrador o el convencional, a través de consejeros. Mario Delgado y Alejandro Rojas sostienen que el padrón de Morena no es confiable, dado que las cifras varían entre 300,000 y 3 millones de militantes. Polevnsky advirtió que ir a una elección con esa irregularidad podría provocar que el INE le imponga al partido una multa millonaria que lo pondría en una situación financiera complicada; ante ello sugirió postergar hasta el 2020 la elección interna mientras se valida el padrón. En tanto, Alejandro Rojas Díaz Durán sostiene que ni Yeidckol Polevnsky ni Bertha Luján (quien renunció como presidenta del Consejo Nacional de Morena) pueden postularse, debido a que una sentencia del Tribunal Electoral del Poder Judicial de la Federación impiden a quienes fueron electos en el 2012 y 2015 repetir en posiciones de la dirección del partido. Sin embargo, el tribunal sostuvo que los militantes de Morena sí pueden reelegirse por una vez. El pasado 3 de octubre, el presidente López Obrador aseguró que no desea que Morena sea  partido de Estado. El mandatario dijo que no sólo despedirá a los funcionarios que intervengan en el proceso de renovación de dirigencia de ese partido, sino que presentará denuncias ante la Fiscalía Especializada en Delitos Electorales. El politólogo del Tecnológico de Monterrey José Fernández Santillán consideró que el gran reto que tiene Morena es no ser un partido “absolutamente subordinado al presidente de la República”. Expuso que es inevitable que haya grupos o tribus en ese partido, dado que sus militantes provienen del PRD donde existían esos grupos, o bien del PRI y del PAN. Estimó que Morena se conforma por dos grupos a los que definió como los “químicamente puros”, que son afines al presidente, como Martí Batres y la jefa de Gobierno, Claudia Sheinbaum, y los “bolivarianos”, como Gerardo Fernández Noroña, Héctor Díaz Polanco, Dolores Padierna y René Bejarano. Consideró que, pese a los enfrentamientos entre sus militantes, “no creo que haya fracturas”, porque la unidad será el presidente de la República. Por su parte, el politólogo de la UNAM Enrique González Casanova consideró que cualquiera de los cuatro aspirantes logrará la presidencia del partido, “no debemos pensar que lo va a hacer de manera independiente de la voluntad del presidente de la República, porque él es, y no tiene nada de malo que lo sea, el líder nato del movimiento”. Político de 47 años, actual coordinador de Morena en la Cámara de Diputados. Su adhesión al movimiento de Andrés Manuel López Obrador ocurrió en la campaña presidencial del 2006, invitado por Marcelo Ebrard, con quien guarda la mayor cercanía, ya que fue su secretario de Finanzas y luego de Educación en la Jefatura de Gobierno de la Ciudad de México entre el 2006 y 2012. Es licenciado en Economía por el ITAM y maestro en la misma rama. En el 2012 ganó la elección de senador de la República, donde sobresalió al final de su periodo por realizar una campaña contra el gasolinazo que determinó el entonces gobierno de Enrique Peña Nieto. Al triunfar Morena en el 2018, Delgado se convirtió en diputado federal y coordinador en la Cámara de Diputados. De los cuatro aspirantes, es la más cercana al presidente Andrés Manuel López Obrador, a quien ha acompañado política e ideológicamente desde que fue jefe de Gobierno de la Ciudad de México, donde la nombró contralora general. Incluso, ya como presidente de la República, AMLO nombró a las hijas de ella: Luisa María Alcalde, como secretaria del Trabajo, y a Bertha Alcalde Luján como integrante del Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública. Bertha Elena Luján Uranga, de 69 años, es contadora pública egresada de la Universidad Autónoma de Chihuahua. Luján Uranga forma parte del primer círculo del presidente López Obrador. Con una formación principalmente empresarial, al grado de convertirse entre el 2002 y 2004 en presidenta de la Cámara Nacional de la Industria de la Transformación, es la actual secretaria general y presidenta en funciones de Morena, luego de que Andrés Manuel López Obrador dejó el cargo en el 2017 para ser el abanderado presidencial de ese partido.  Su primer acercamiento con la política ocurrió en el 2006 cuando —apoyada por AMLO— fue designada en la lista nacional del Partido de la Revolución Democrática para ocupar un escaño como senadora de la República, cargo que ocupó los seis años. Luego, reapareció hasta agosto del 2014 como secretaria general del recién creado partido Morena. Ya como dirigente del partido, Yeidckol Polevnsky acompañó a López Obrador en la mayoría de sus giras como candidato presidencial en el 2018. Inició su carrera política en 1977 como secretario particular de Porfirio Muñoz Ledo. Desde entonces, ha ocupado cargos públicos como secretario de Turismo de la Ciudad de México y diputado local y federal, con el respaldo de Marcelo Ebrard y Miguel Ángel Mancera. Actualmente, es senador suplente de Ricardo Monreal, coordinador de Morena en la Cámara Alta. En marzo de este año, protagonizó un enfrentamiento con la actual dirigente de Morena, Yeidckol Polevnsky, a quien acusó de encabezar “una camarilla de tufo stalinista, autoritaria e impositiva”. Rojas también presentó una denuncia contra el entonces candidato de Morena a gobernador de Puebla, Miguel Barbosa, por enriquecimiento ilícito. Esta situación le valió que el 28 de mayo, la Comisión de Honor y Justicia de Morena lo sancionara con la suspensión de sus derechos partidarios por tres años, la destitución como consejero y la inhabilitación para ser candidato, decisión que luego revirtió el Tribunal Electoral del Poder Judicial de la Federación. Aunque se declara lopezobradorista, Alejandro Rojas Díaz sostiene que Morena debe ser aliado, no subordinado, del presidente de la República. Es licenciado en Ciencias Políticas y Administración Pública por la Universidad Iberoamericana. Tiene 61 años.  |
26|15 de octubre de 2019, 16:47|Senadores avalan en lo general el dictamen sobre consulta popular y revocación de mandato|                     Con más de 90% de cambios a la minutas que envió la Cámara de Diputados, el Pleno del Senado aprobó en lo general, con mayoría calificada, el proyecto de decreto que reforma y adiciona diversas disposiciones de la Constitución en materia de consulta popular y revocación de mandato. Con 98 votos en favor, 22 en contra y una abstención, de un total de 121 senadores en el Pleno, fue avalado el dictamen, que se regresará a la Cámara de Diputados al concluir la discusión en lo particular para desahogar las reservas. Se destacó que lo aprobado es un instrumento democrático que se entrega a los mexicanos, pues entre los cambios está que sólo la ciudadanía podrá solicitar la revocación de mandato, no el presidente, ni el Congreso de la Unión, y quien organizará esos procesos será el Instituto Nacional Electoral (INE).  También en materia de consulta popular, se abre el espectro para la realización de las consultas, pues ya no será sólo con temas de interés nacional, sino que ahora se podrán realizar en temas regionales y no se podrán hacer consultas sobre obras de infraestructura en ejecución. Tampoco se permitirán consultas en materia electoral, con relación al sistema financiero, ingresos, gastos y el Presupuesto de Egresos de la Federación, además de la seguridad nacional. Tampoco sobre la restricción de los derechos humanos reconocidos en la Constitución y los tratados internacionales de los cuales es signatario el Estado mexicano, ni las garantías de su protección. La discusión de este dictamen inició en el pleno senatorial a las 12:17 horas y concluyeron los posicionamientos de los partidos a las 14:00, para que de inmediato se iniciara la discusión en lo general. En lo general participaron 30 senadores, con un tiempo de cinco minutos cada uno para exponer en pro o en contra del dictamen y terminaron a las 17:13 horas, para continuar la discusión en lo particular y desahogar reservas. El presidente de la Junta de Coordinación Política (Jucopo) y coordinador de Morena, Ricardo Monreal Ávila, destacó que para lograr los acuerdos que podrían dar el consenso con el fin de lograr la mayoría calificada que requiere la aprobación de una reforma constitucional transcurrieron varios meses. La mayoría de los senadores de los partidos Revolucionario Institucional (PRI), de la Revolución Democrática (PRD), Movimiento Ciudadano, Encuentro Social, Verde Ecologista de México (PVEM) y del Trabajo (PT) se pronunciaron en favor. También destacaron los logros al modificar el dictamen en temas como el cambio de fecha para que no se haga este proceso en tiempos electorales, sino después, que ni el Presidente de la República ni las Cámaras lo solicitarán, sino únicamente la ciudadanía, y que sea para decidir en caso de mandatarios locales. Mientras los senadores del Partido Acción Nacional (PAN) en todas sus exposiciones en tribuna aprovechaban para criticar el dictamen, al final su coordinador, Mauricio Kuri, afirmó que votaban en contra porque no están a favor del gobierno actual, y reiteraron que este proceso de revocación de mandato abre la puerta a la relección. En la reforma se establece la definición de este nuevo mecanismo: "la revocación de mandato deberá entenderse como el instrumento de participación solicitado por la ciudadanía para determinar la conclusión anticipada en el desempeño del cargo a partir de la pérdida de confianza". El dictamen aprobado señala el procedimiento de revocación de mandato del Presidente de la República, de los gobernadores de las entidades federativas y del Jefe de Gobierno de la Ciudad de México. Se faculta al Instituto Nacional Electoral (INE) para que actúe a petición de ciudadanos, en un número equivalente al menos de 3% de los inscritos en la Lista Nominal de Electores, con una dispersión de por lo menos 17 entidades federativas y que representen, como mínimo, el tres por ciento de la Lista Nominal de Electores de cada una de ellas. Se puntualiza que en caso de solicitar el proceso de revocación de mandato para el Presidente de la República electo para el periodo constitucional 2018-2024 la solicitud de firmas comenzará durante noviembre y hasta el 15 de diciembre de 2021, y la petición correspondiente deberá presentarse dentro de los primeros 15 días de diciembre de 2021. kg  |
27|14 de octubre de 2019, 23:32|Diputados aprueban en comisiones minuta de reforma fiscal penal|             Sin modificar ni una coma y tras casi siete horas de debate, el pleno de la Cámara de Diputados aprobó, en lo general y particular, el paquete de reformas que endurece las sanciones contra la defraudación fiscal, facturación falsa y empresas fantasma en México, al equiparar la comisión de tales delitos con delincuencia organizada, cuya investigación ameritará prisión preventiva oficiosa. En lo general, el decreto fue avalado por 318 votos de diputados federales de Morena, PT, PES, PVEM y MC; los del PAN, PRI y PRD votaron en contra. Luego de la presentación de un sinnúmero de reservas de modificación al dictamen por legisladores panistas, priistas y hasta morenistas, de las que no se aceptó ninguna, el tablero electrónico reportó la siguiente votación, en lo particular: 276 a favor, 144 en contra y 16 abstenciones. Dolores Padierna Luna (Morena), vicepresidenta de la Mesa Directiva de la Cámara Baja en funciones de presidenta, remitió el decreto al Ejecutivo federal para su promulgación y entrada en vigor. El famoso paquete legal contra la facturación falsa y empresas fantasma modificó la Ley Federal contra la Delincuencia Organizada, Ley de Seguridad Nacional, Código Nacional de Procedimientos Penales, Código Fiscal de la Federación y el Código Penal Federal. En su turno a la tribuna, Patricia Terrazas Baca, presidenta de la Comisión de Hacienda y Crédito Público, quien no habló a nombre del referido grupo plural de trabajo sino de la bancada parlamentaria del Partido Acción Nacional, reconoció que es grave el problema de la nociva práctica de expedición, compra y venta de comprobantes fiscales que ampara operaciones inexistentes, pero explicó que las autoridades ya cuentan con las herramientas jurídicas necesarias para combatirlo de manera eficaz. “Inclusive, las autoridades, en sus ponencias, han señalado expresamente que son más de 11,000 factureros”. En su opinión, la reforma “genera una amenaza de intrusión en el ámbito de los particulares y no sólo de los factureros, quebrantando el derecho fundamental de privacidad a los contribuyentes ajenos a dichas conductas y los que son de buena fe”. Advirtió que una vez vigentes los cambios aprobados “cualquier contribuyente podrá ser víctima de la aplicación de técnicas de investigación altamente intrusivas al derecho de privacidad como son la intervención de comunicaciones en telefonía, mensajería, correos electrónicos, o de agentes encubiertos y testigos colaboradores, delatores o protegidos”. Por la Comisión de Hacienda, Marco Medina Pérez (Morena), su secretario, estableció que el objeto primordial de la enmienda es el combate a la defraudación fiscal en el país. Detalló que el catálogo de delitos cometidos por la delincuencia organizada incluirá la defraudación fiscal y la equiparada, delitos que se considerarán como amenazas a la seguridad nacional, y que ameritará prisión preventiva oficiosa la comisión de actos ilícitos en contra del fisco federal, entre los que destaca la expedición, venta, enajenación, compra o adquisición de comprobantes fiscales que amparen operaciones inexistentes, falsas o actos jurídicos simulados. “Para dimensionar la relevancia que supone el combate a la facturación falsa y a las empresas fantasma baste remitirse a datos que son, por lo menos, preocupantes. Sólo el negocio criminal de las facturas falsas puede ascender a más de 300,000 millones de pesos al año, lo que equivale a 5% de los ingresos del gobierno federal, y el cálculo que han compartido las autoridades fiscales es la indecorosa cifra de 1.6 billones de pesos que, del 2014 al 2019, no han llegado a las arcas públicas”. Por la Comisión de Justicia, Rubén Cayetano García (Morena), secretario, explicó que de lo que se trata es de combatir la corrupción y la impunidad existente en la materia, y aclaró que las sanciones no aplicarán a todos los contribuyentes, sino únicamente a quienes evadan contribuciones superiores a aproximadamente 7.8 millones de pesos.  |
28|14 de octubre de 2019, 12:55|Coparmex exhorta al Senado a frenar revocación de mandato|         Gustavo de Hoyos, presidente de la Confederación Patronal de la República Mexicana (Coparmex), hizo un llamado a los senadores para que frenen la iniciativa “antidemocrática, populista e ineficaz” sobre la revocación de mandato, la cual considera, abre el camino de la reelección presidencial y pondría en riesgo la estabilidad de México. “La revocación de mandato es una medida populista. Genera incentivos para que el Presidente, los funcionarios de su gabinete e incluso los legisladores de su partido dejen de lado su responsabilidad institucional y concentren sus esfuerzos a promover y defender la gestión de su líder”, acusó Gustavo de Hoyos. “Aún estamos a tiempo de evitar un error de consecuencias catastróficas”, sentenció el líder empresarial, a los senadores, al advertir que a menos de un año de haber iniciado la administración del gobierno federal que encabeza el presidente Andrés Manuel López Obrador, “las bases fundamentales de la democracia mexicana están en riesgo”. En su mensaje semanal La Señal Coparmex, el dirigente patronal explicó que el Artículo 83 de la Constitución Política establece que el Presidente durará en el cargo seis años, además de que “en ningún caso y por ningún motivo podrá volver a desempeñar ese puesto”. Si en el Senado de la República prospera la iniciativa de una revocatoria de mandato, estaríamos no sólo vulnerando la periodicidad del cargo para el cual fue electo por mayoría el presidente Andrés Manuel López Obrador, sino que también se afectaría el principio de la no reelección, alertó. La revocación de mandato que plantea el mandatario nacional y que fue presentada por el dirigente de la fracción de Morena en la Cámara de Diputados, pretende realizarse al concluir el tercer año del actual gobierno federal.  |
29|13 de octubre de 2019, 17:31|Ramírez Cuéllar considera necesario ajustar proyecto de Ley de Ingresos para 2020 |            A fin de obtener 80,000 millones de pesos adicionales para financiar todos los compromisos del gobierno federal en materia de educación, seguridad, salud, laboral y de cambio climático, entre otros, y destinar recursos a fondos contracíclicos que atiendan las necesidades de inversión en obra pública de estados y municipios, urge ajustar el proyecto original de Ley de Ingresos para el ejercicio fiscal del 2020, planteó Alfonso Ramírez Cuéllar. “No será posible dar cumplimiento a estos objetivos, sin recursos adicionales”, advirtió. El presidente de la Comisión de Presupuesto y Cuenta Pública de la Cámara de Diputados dijo que es necesario que el Congreso de la Unión modifique la propuesta de ingresos del Ejecutivo federal para el próximo año en la búsqueda de más recursos tributarios. “Durante el presente año se han impulsado cambios importantes a la organización del Estado mexicano, como la reforma educativa que otorga gratuidad de la educación hasta el nivel universitario; los cambios a la legislación laboral, con los que se pretende atender de manera más efectiva los derechos de los trabajadores, y la próxima aprobación para crear el Instituto Nacional de Salud para el Bienestar. “Estas reformas son en beneficio de los mexicanos; sin embargo, su implantación no será posible sin los recursos adecuados. No puede haber políticas públicas sin presupuesto”, estableció el diputado federal del grupo parlamentario del partido Movimiento Regeneración Nacional (Morena) en la Cámara Baja, la fuerza política a la que pertenece el presidente Andrés Manuel López Obrador. Ramírez Cuéllar señaló que además hay compromisos ineludibles como robustecer la estrategia nacional de seguridad pública y considerar la reciente creación de la Guardia Nacional, o dar cumplimiento a acuerdos internacionales en materia de cambio climático, entre otros el Acuerdo de París, y poner en práctica mejores programas de seguridad alimentaria para garantizar el derecho a una alimentación adecuada de los mexicanos. Desde su perspectiva, se requiere también que la Cámara de Diputados realice un cuidadoso análisis del proyecto de Presupuesto de Egresos de la Federación (PEF) 2020 para modificar la propuesta presidencial y poder atender las necesidades de las diferentes áreas de gasto público. “Algunos proyectos que deberían ser prioritarios, no contemplan financiamiento; otros, sufren importantes recortes que dificultan el cumplimiento de sus objetivos. Hemos identificado también relevantes acciones de gobierno que se consideran como gastos no recurrentes, o proyectos para obra pública con un presupuesto muy limitado para 2020”, indicó el presidente de la Comisión de Presupuesto y Cuenta Pública. rramos@eleconomista.com.mx  |
30|13 de octubre de 2019, 12:59|Diputados votarán reforma fiscal penal|              El pleno de la Cámara de Diputados discutirá y votará mañana la minuta que reforma dos leyes y tres códigos federales para endurecer las sanciones que se aplicarán a quienes cometan delitos en materia de defraudación fiscal y su equiparable; actos ilícitos contra el fisco federal; expidan, vendan, compren o adquieran comprobantes fiscales de operaciones inexistentes o falsas realizadas por empresas fantasma. Todos ellos serán considerados miembros de la delincuencia organizada y ameritarán prisión preventiva oficiosa. Mario Delgado Carrillo, presidente de la Junta de Coordinación Política de la Cámara Baja y coordinador del grupo parlamentario del partido Morena, fuerza política que representa la mayoría legislativa en San Lázaro, afirmó que para su bancada y el gobierno federal se trata de una reforma prioritaria y de gran calado que busca combatir la defraudación fiscal. “Tenemos prisa en esta Cuarta Transformación por terminar con tanta injusticia y corrupción que dejaron las administraciones pasadas. Vamos muy bien y hemos logrado un avance importante en la aprobación de reformas que impulsa el presidente Andrés Manuel López Obrador”. Los cambios a la Ley Federal contra la Delincuencia Organizada, Ley de Seguridad Nacional, Código Nacional de Procedimientos Penales, Código Fiscal de la Federación y el Código Penal Federal que discuten los diputados federales en comisiones fueron aprobados por el Senado de la República el pasado 10 de septiembre. “Legislar sobre este tema será un factor que va a influir en la recaudación de ingresos para el año que entra, por eso es importante que esté en vigor a partir del 1 de enero del 2020. Es una prioridad para nosotros”, precisó Delgado Carrillo. En respuesta a las críticas del sector empresarial, que arguye que los cambios en ciernes son simple terrorismo fiscal, el morenista explicó que sólo se sancionará a las empresas que vendan o compren facturas que amparan operaciones falsas y que de ninguna manera se pretende criminalizar a los empresarios, sino, al contrario, protegerlos de las prácticas desleales que atentan contra la sana competencia.   Tampoco se sancionará al contribuyente que cumpla con sus obligaciones fiscales, ni al que, por descuido, detalló, deje de informar sobre sus contribuciones o al que haya sido engañado por su contador al declarar datos incorrectos. De lo que se trata es de sentar las bases para acabar con todo el “huachicoleo fiscal”, que es la “forma de evadir impuestos y robarle a los mexicanos”, sintetizó. “Estamos acabando con la corrupción y estas acciones eran una forma oscura de delito que, ante la falta de legislación, muchos hacían lo que querían con estos recursos y se enriquecían a costa del pueblo de México”. rramos@eleconomista.com.mx  |
31|10 de octubre de 2019, 12:12|Mario Delgado acepta que elección por la dirigencia de Morena se posponga hasta el 2020|             El diputado y coordinador de Morena en la Cámara de Diputados, Mario Delgado, quien también es aspirante a dirigir dicho partido, dijo estar de acuerdo en la postergación de la renovación de dirigencia hasta el 2020 como lo propuso la actual líder, Yeidckol Polevnsky, debido a las inconsistencias que presenta el padrón de militantes del Movimiento Regeneración Nacional. Mario Delgado acudió este jueves a una reunión en Palacio Nacional con el presidente Andrés Manuel López Obrador, un día después de ser arropado por diputados y presidentes municipales de Morena para competir por la dirigencia de su partido. Sin embargo, el diputado aseguró que no abordó este tema con el presidente. “El Presidente no se mete en esos asuntos del partido”, aseguró. Entrevistado tras la reunión, el legislador federal expresó que está de acuerdo con la propuesta de Polevnsky, si eso evita un daño para el partido. “Yo estoy de acuerdo en lo que sea mejor para el partido, creo que es atendible el llamado que hace Yeidckol de que hay muchos militantes que están decepcionados porque no se encuentran en el mecanismo que se puso en la página de Morena para tener la comprobación de militancia. Creo que se deben garantizar los derechos de los militantes y su participación, tenemos que ir a un proceso democrático y transparente, y si en estos momentos no hay las condiciones, entonces la presidenta del partido tiene que hacer una propuesta para resolver este asunto”, comentó. “Yo sigo insistiendo en que por algo el Presidente de la República sugirió resolver la dirigencia por medio de una encuesta, creo que nos ahorraría tener estas disputas, estos jaloneos, ya se hubiera resuelto de una mejor manera”, añadió. Cuestionado acerca de las denuncias que ha hecho Yeidckol Polevnsky acerca de intervención de funcionarios en el proceso interno de Morena, entre ellos el coordinador de los súper delegados desde la Presidencia de la República, Gabriel García, el diputado se pronunció por hacer las denuncias correspondientes. “Eso es algo que nos pidió incluso el Presidente, que denunciemos a quien quiera meterse en este proceso y no le corresponda”, comentó. Finalmente, Mario Delgado hizo un llamado a los militantes de Morena que este fin de semana realizaran asambleas en el país. “Quiero aprovechar y hacer un llamado a que todos cuidemos a Morena y a la militancia que este fin de semana va a tener asambleas en varios estados del país, que nos conduzcamos con mucha civilidad, con mucha madurez política y que nunca perdamos de vista que el verdadero objetivo es ayudar a la transformación y no los cargos, que demostremos que somos diferentes, que tenemos principios y valores”, aseveró. jmonroy@eleconomista.com.mx  |
32|09 de octubre de 2019, 19:44|Polevnsky propone posponer renovación de la dirigencia de Morena ante inconsistencias en el padrón|             La dirigente nacional de Morena, Yeidckol Polevnsky, denunció públicamente la intervención de diputados federales y funcionarios de la Secretaría del Bienestar en el proceso interno de ese partido para elegir dirigencia nacional. Polevnsky también admitió severas inconsistencias en el padrón del partido, por lo que propuso a sus militantes que la renovación de dirigencia no se lleve a cabo en noviembre, sino hasta el 2020. En conferencia de prensa, acompañada de dirigentes estatales, Yeidckol Polevnsky presentó un audio del diputado federal de Morena por Coahuila, Francisco Javier Borrego Adame, a quien se le escucha hablar de una operación para el registro de militantes del partido. Polevnsky acusó al legislador de intervenir en el proceso interno de renovación de la dirigencia. "Los funcionarios, los diputados no tienen por qué meterse en cuestiones electorales", dijo Polevnsky, quien anunció que presentará una denuncia contra el diputado federal ante la Secretaría de la Función Pública. Argumentó que el presidente Andrés Manuel López Obrador pidió que todo funcionario que se involucre en tareas del partido, debe ser denunciado y castigado, porque ahora los delitos electorales son considerados graves. "No podemos permitir que alguien con ambiciones esté queriendo manipular un proceso electoral de Morena muy importante", dijo Yeidckol Polevnsky, quien también dijo que pedirá a la Comisión Nacional de Honestidad y Justicia de Morena, que decrete medidas cautelares y se suspenda la elección interna por lo menos hasta 2020. Polevnsky dijo que el padrón de militantes de Morena registra por lo menos 1,4000 impugnaciones ante el Tribunal Electoral del Poder Judicial de la Federación, además de que no hay una claridad del número total de militantes, que va desde 300,000 a 3 millones de afiliados. Añadió que si la elección de renovación de dirigencia se realiza con ese padrón, Morena corre el riesgo de que el Instituto Nacional Electoral (INE) le imponga multas millonarias. "A finales del año tenemos que validar el padrón. Si nosotros no hacemos eso, vamos a tener multas que se vuelven un daño muy importante para el partido", dijo. "En lo que esté de mi parte, no voy a permitir ni aceptar que un solo militante se quede sin participar", añadió. Durante la conferencia, Norman Pearl, representante del partido ante instituto electoral de Querétaro, denunció que funcionarios de la Secretaria del Bienestar -a través de los llamados Servidores de la Nación- operan en Jalisco, Zacatecas, Guanajuato, Aguascalientes, Durango y Jalisco, en favor de alguno de los aspirantes a dirigir el partido: Bertha Luján; Mario Delgado y Alejandro Rojas Díaz Duran. jmonroy@eleconomista.com.mx kg  |
33|08 de octubre de 2019, 20:59|Diputados aprueban en lo general y particular la Ley de Austeridad|          El pleno de la Cámara de Diputados aprobó en lo general y particular el dictamen de la Ley Federal de Austeridad Republicana, que también reforma y adiciona diversas disposiciones de la Ley General de Responsabilidades Administrativas y de la Ley Federal de Presupuesto y Responsabilidad Hacendaria. El dictamen de las comisiones unidas de Presupuesto y Cuenta Pública y Hacienda y Crédito Público fue avalado en lo general con 321 votos a favor, 124 en contra y una abstención, y posteriormente, en lo particular con 272 votos a favor, 154 en contra y tres abstenciones; tras aprobar una reserva de un diputado de Morena y desechar cuatro presentadas por diputados del PAN, PRD, Movimiento Ciudadano y Morena. El documento fue turnado al Ejecutivo, para su publicación en el Diario Oficial de la Federación (DOF). El pasado 30 de abril, la Cámara de Diputados aprobó un primer dictamen y lo remitió al Senado de la República para su análisis, que lo validó con cambios el pasado 1 de julio, y lo devolvió a la Cámara Baja. La modificación principal fue al artículo 24 de la Ley Federal de Austeridad Republicana para establecer que los servidores públicos de mando superior que se separen de su cargo “no podrán ocupar puestos en empresas que hayan supervisado, regulado o respecto de las cuales hayan tenido información privilegiada en el ejercicio de su cargo público, salvo que hubiesen transcurrido al menos 10 años”. El dictamen original señalaba un periodo de cinco años. La Ley Federal de Austeridad Republicana "tiene por objeto regular y normar las medidas de austeridad que deberá observar el ejercicio del gasto público federal y coadyuvar a que los recursos económicos de que se dispongan se administren con eficacia, eficiencia, economía, transparencia y honradez, conforme lo establece el artículo 134 de la Constitución Política", detalló la Cámara Baja en un comunicado. kg  |
34|08 de octubre de 2019, 20:26|IMSS: importante su salud financiera|             Ante los senadores, el director general del IMSS Zoe Robledo Aburto criticó acremente que se haya privilegiado la salud financiera del Instituto, sobre las necesidades de ampliar los servicios a los derechohabientes. En las notas publicadas sobre lo dicho por el director general del IMSS se subrayan los subejercicios como algo perverso, pero uno se queda con la duda, ¿considera que apartar dinero para engrosar las reservas es subejercicio? No lo explican. Como sea, el dilema entre la salud financiera y las exigencias del servicio no es nada nuevo para quienes conocemos al IMSS desde el siglo pasado, pero sí se sabe que la creación de reservas es fundamental, porque sin viabilidad financiera todo se iría por el caño. No ha cedido la intensidad de la batalla entre quienes aspiran a quitarle a la señora Yeidckol Polenvsky la posibilidad de ganar la elección por la dirección general de Morena y así retener la posición que por obvio interinato ha mantenido. Siguen agitados los grupos que se alinean para respaldar la candidatura de Mario Delgado, actual coordinador de la bancada de diputados de Morena, o los que pelean desde Palacio por la candidatura de la señora Bertha Luján, quien ocupaba la secretaría general. El fundador del movimiento que hoy es el Partido en el poder deja entretenerse a los suyos, hasta deja correr la idea de posponer para el próximo año la elección interna, pero en algún momento se oirá el manotazo y el regaño: "no les puedo dejar solos". En el Estado de México un grupo de normalistas ha seguido el ejemplo de los grupos de estudiantes normalistas de otras entidades. Mantienen secuestrados a más de 90 camiones con sus respectivos choferes y dicen que no los liberarán hasta que se cumplan sus demandas. El gobierno estatal, que no come lumbre, sabe que hasta levantarles la voz a los normalistas le generaría un problema mayor y hasta le valdría reproches del gobierno federal. ¿Y el gobierno federal? Bueno, en el gobierno federal hay otras prioridades. Así, en pleno siglo 21, la calidad de estudiante normalista equivale a la patente de corso que otorgaba a los piratas el Imperio Británico para atacar impunemente a los buques españoles. La moderna versión de una licencia para violar impunemente las leyes. Muy fino tejió Ricardo Monreal para que los senadores aprobaran la renuncia del exministro Eduardo Medina Mora. Aunque bastaba la mayoría simple, logró que sumar 26 votos más que la mayoría calificada... El director de aduanas y protección fronteriza de Estados Unidos Mark Morgan dijo ayer que "la cooperación del Presidente López Obrador en materia migratoria es para los libros de historia". Mmm... Cuando menos 20 párrocos de otras tantas iglesias en Guanajuato están amenazados por las bandas criminales para que paguen "protección". Desde que retiraron a la Marina, en la entidad queda las policías locales y alguna presencia de la Guardia Nacional. Claramente insuficientes... La comisión de la Cámara de Representantes de Estados Unidos que, encabezada por el congresista Richard Neal estuvo en Palacio Nacional, no quita el dedo del renglón de que aquí haya monitores norteamericanos que supervisen la buena aplicación de la ley laboral... En el homenaje que se rindió en la UNAM al fallecido maestro Miguel León Portilla, se subrayó que con su obra nos hiso escuchar la voz del mundo náhuatl... ...  |
